name,smiles,name_id,count
N-Carbamoyl-beta-alanine,NC(=O)NCCC(=O)O,cala_c,9
Sodium,[Na+],na1_e,1
3-Ureidoisobutyrate,CC(CNC(N)=O)C(=O)[O-],3uib_c,10
"5,6-Dihydrothymine",CC1CNC(=O)NC1=O,56dthm_c,9
Tetrahydrosarcinapterin,C[C@@H]1Nc2nc(N)[nH]c(=O)c2N[C@H]1[C@@H](C)Nc1ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP(=O)([O-])O[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])[C@@H](O)[C@H]2O)cc1,h4spt_c,62
6-hydroxymethyl-dihydropterin pyrophosphate,Nc1nc(O)c2c(n1)NCC(COP(=O)(O)OP(=O)(O)O)=N2,6hmhptpp_c,22
N5-methyl-tetrahydrosarcinapterin,C[C@@H]1Nc2nc(N)[nH]c(=O)c2N(C)[C@H]1[C@@H](C)Nc1ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)[C@@H](O)[C@H]2O)cc1,mh4spt_c,63
Acetone,CC(C)=O,acetone_c,4
2-Propanol,CC(C)O,2ppoh_c,4
Coenzyme m,O=S(=O)([O-])CCS,com_c,7
3-Dehydroquinate,O=C1C[C@@](O)(C(=O)[O-])C[C@@H](O)[C@@H]1O,3dhq_c,13
Ethanol,CCO,etoh_c,3
3-Dehydroshikimate,O=C(O)C1=CC(=O)[C@@H](O)[C@H](O)C1,3dhsk_c,12
Acetaldehyde,CC=O,acald_c,3
Cobalt-precorrin-2,C[C@@]1(CC(=O)O)C2=CC3=[N+]4C(=Cc5c(CC(=O)O)c(CCC(=O)O)c6n5[Co-2]45N2C(=CC2=[N+]5C(=C(CCC(=O)O)C2CC(=O)O)C6)[C@H]1CCC(=O)O)[C@@](C)(CC(=O)O)[C@@H]3CCC(=O)O,copre2_c,63
Cobalt-precorrin 3,CC1=C2[N+]3=C(C=C4N5C(=CC6=[N+]7C(=C(CCC(=O)O)C6CC(=O)O)Cc6c(CCC(=O)O)c(CC(=O)O)c1n6[Co-2]573)[C@@H](CCC(=O)O)[C@]4(C)CC(=O)O)[C@@H](CCC(=O)O)[C@]2(C)CC(=O)O,copre3_c,64
Formaldehyde,C=O,fald_c,2
2 3 Carboxy 3  methylammonio propyl L histidine C11H18N4O4,C[NH2+]C(CCc1nc(C[C@H](N)C(=O)O)c[nH]1)C(=O)O,cmaphis_c,19
Formate,O=CO,for_c,3
2  3 Carboxy 3 aminopropyl  L histidine C10H16N4O4,NC(CCc1ncc(C[C@H](N)C(=O)O)[nH]1)C(=O)O,caphis_c,18
Dihydroxyacetone,O=C(CO)CO,dha_c,6
Dihydroxyacetone phosphate,O=C(CO)COP(=O)(O)O,dhap_c,10
6-deoxy-5-ketofructose 1-phosphate,CC(=O)[C@@H](O)[C@H](O)C(=O)COP(=O)(O)O,dkfp_c,15
8-Amino-7-oxononanoate,CC([NH3+])C(=O)CCCCCC(=O)[O-],8aonn_c,13
S-Adenosyl-4-methylthio-2-oxobutanoate,C[S+](CCC(=O)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,amob_c,27
Fe2+ mitochondria,[Fe+2],fe2_e,1
Iron (Fe3+),[Fe+3],fe3_e,1
"7,8-Diaminononanoate",CC(N)C(N)CCCCCC(=O)[O-],dann_c,13
Glyceraldehyde 3-phosphate,O=CC(O)COP(=O)(O)O,g3p_c,10
N-(5-Phospho-D-ribosyl)anthranilate,O=C(O)c1ccccc1N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,pran_c,23
Methylamine,CN,mma_c,2
Anthranilate,Nc1ccccc1C(=O)O,anth_c,10
Folate,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)nc2c(=O)[nH]1,fol_e,32
Dimethylamine,CNC,dma_c,3
Methylcoenzyme m,CSCCS(=O)(=O)[O-],mcom_c,8
Isopentenyl diphosphate,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-],ipdp_c,14
D-Gluconate,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,glcn_e,13
Dimethylallyl diphosphate,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],dmpp_c,14
D-Glucose,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,glc__D_c,12
Geranyl diphosphate,CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O,grdp_c,19
Glycine,NCC(=O)[O-],gly_e,5
D-Glyceraldehyde,O=C[C@H](O)CO,glyald_e,6
Glycine betaine,C[N+](C)(C)CC(=O)O,glyb_e,8
Glycerol,OCC(O)CO,glyc_e,6
Hydrogen,[H][H],h2_e,0
5-Phospho-beta-D-ribosylamine,N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,pram_c,14
4-(1-D-Ribitylamino)-5-aminouracil,Nc1c(NC[C@H](O)[C@H](O)[C@H](O)CO)[nH]c(=O)[nH]c1=O,4r5au_c,19
L-Isoleucine,CC[C@H](C)[C@H](N)C(=O)[O-],ile__L_e,9
"7,8-didemethyl-8-hydroxy-5-deazariboflavin",O=c1nc2n(C[C@H](O)[C@H](O)[C@H](O)CO)c3cc(O)ccc3cc-2c(=O)[n-]1,ddhrb_c,26
Indole 3 acetate C10H8NO2,O=C([O-])Cc1c[nH]c2ccccc12,ind3ac_e,13
Oxalate,O=C([O-])C(=O)O,oxa_c,6
3-(4-Hydroxyphenyl)pyruvate,O=C([O-])C(=O)Cc1ccc(O)cc1,34hpp_c,13
Potassium,[K+],k_e,1
Dimethyl sulfide,CSC,dms_c,3
L-Leucine,CC(C)C[C@H]([NH3+])C(=O)O,leu__L_e,9
GDP-D-mannose,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,gdpmann_c,39
Sulfite,O=S([O-])O,so3_e,4
Methanol,C[O-],meoh_e,2
Xanthosine 5'-phosphate,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2[nH]1,xmp_c,24
GDP-L-fucose,C[C@@H]1OC(OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,gdpfuc_c,38
Dephospho-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS,dpcoa_c,44
Reduced glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,gthrd_c,20
Magnesium,[Mg+2],mg2_e,1
 R  5 Diphosphomevalonate C6H10O10P2,C[C@@](O)(CCOP(=O)([O-])OP(=O)([O-])[O-])CC(=O)[O-],5dpmev_c,18
Oxidized glutathione,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,gthox_c,40
(R)-Pantoate,CC(C)(CO)[C@@H](O)C(=O)[O-],pant__R_c,10
Manganese,[Mn+2],mn2_e,1
2-Dehydropantoate,CC(C)(CO)C(=O)C(=O)[O-],2dhp_c,10
Molybdate,O=[Mo](=O)([O-])O,mobd_e,5
Triaminopyrimidine triphosphate,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,ptp_c,18
Xanthine,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,xan_c,11
Guanine,Nc1nc2[nH]cnc2c(=O)[nH]1,gua_c,11
Nitrogen,N#[NH+],n2_e,2
5-Amino-6-(5'-phosphoribitylamino)uracil,Nc1c(NC[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])[nH]c(=O)[nH]c1=O,5aprbu_c,23
Nicotinate,O=C([O-])c1cccnc1,nac_e,9
"5,6,7,8-tetrahydromethanopterin",C[C@@H]1Nc2nc(N)[nH]c(=O)c2N[C@H]1[C@@H](C)Nc1ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP(=O)([O-])O[C@@H](CCC(=O)[O-])C(=O)[O-])[C@@H](O)[C@H]2O)cc1,h4mpt_c,53
DTMP C10H13N2O8P,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O,dtmp_c,21
"7,8-dihydromethanopterin",C[C@@H]1Nc2nc(N)[nH]c(=O)c2N=C1[C@@H](C)Nc1ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP(=O)([O-])O[C@@H](CCC(=O)[O-])C(=O)[O-])[C@@H](O)[C@H]2O)cc1,h2mpt_c,53
DTDP C10H13N2O11P2,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O,dtdp_c,25
Nickel,[Ni+2],ni2_e,1
2-Deoxy-D-ribose 1-phosphate,O=P(O)(O)OC1C[C@H](O)[C@@H](CO)O1,2dr1p_c,13
Deoxyuridine,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,duri_c,16
Phenylacetic acid,O=C(O)Cc1ccccc1,pac_e,10
Phosphoenolpyruvate,C=C(OP(=O)(O)O)C(=O)[O-],pep_c,10
Thiosulfate,O=S(=O)(O)[S-],tsul_e,5
Ethanolamine,[NH3+]CCO,etha_e,4
4-Hydroxyphenylacetate,CC(=O)Oc1ccc(O)cc1,4hphac_e,11
L-Valine,CC(C)C(N)C(=O)[O-],val__L_e,8
Protoporphyrin,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,ppp9_c,42
Zinc,[Zn+2],zn2_e,1
Dihydrosirohydrochlorin,C[C@@]1(CC(=O)[O-])/C2=C/c3[nH]c(c(CCC(=O)[O-])c3CC(=O)[O-])Cc3[nH]c(c(CC(=O)[O-])c3CCC(=O)[O-])/C=C3\[NH2+]/C(=C\C(=N2)[C@H]1CCC(=O)[O-])[C@@](C)(CC(=O)[O-])[C@@H]3CCC(=O)[O-],dscl_c,62
4-Methyl-5-(2-hydroxyethyl)-thiazole,Cc1ncsc1CCO,4mhetz_c,9
5-Methylthio-5-deoxy-D-ribose 1-phosphate,CSC[C@H]1O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H]1O,5mdr1p_c,15
4-Methyl-5-(2-phosphoethyl)-thiazole,Cc1ncsc1CCOP(=O)([O-])[O-],4mpetz_c,13
5-Methylthioadenosine,CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,5mta_c,20
D-Fructose,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,fru_c,12
"5,10-Methenyltetrahydrofolate",Nc1nc2c(c(=O)[nH]1)[N+]1=CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)C[C@H]1CN2,methf_c,33
Coenzyme F430,C[C@@]1(CC(N)=O)C2=[N+]3[C@@H](C[C@]45NC(=O)C[C@@]4(C)[C@H](CCC(=O)O)C4=[N+]5[Ni-2]35N3C(=C4)[C@@H](CC(=O)O)[C@H](CCC(=O)O)C3=C3C(=O)CC[C@@H]4C3=[N+]5[C@H](C2)[C@H]4CC(=O)O)[C@H]1CCC(=O)O,f430_c,62
Histamine extracellular,[NH3+]CCc1c[nH]cn1,hista_c,8
L-Phenylalanine,[NH3+]C(Cc1ccccc1)C(=O)O,phe__L_c,12
L-Histidine,NC(Cc1c[nH]cn1)C(=O)[O-],his__L_c,11
L-Tryptophan,[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)O,trp__L_c,15
L-Histidinol,[NH3+][C@H](CO)Cc1c[nH]cn1,histd_c,10
L-Histidinol phosphate,N[C@H](COP(=O)(O)O)Cc1c[nH]cn1,hisp_c,14
L-Tyrosine,[NH3+]C(Cc1ccc(O)cc1)C(=O)O,tyr__L_c,13
"D-Fructose 1,6-bisphosphate",O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,fdp_c,20
D-Fructose 1-phosphate,O=P(O)(O)OCC1(O)O[C@H](CO)[C@@H](O)[C@@H]1O,f1p_c,16
Porphobilinogen,[NH3+]Cc1[nH]cc(CCC(=O)[O-])c1CC(=O)[O-],ppbng_c,16
D-Fructose 6-phosphate,O=P(O)(O)OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,f6p_c,16
DGTP C10H12N5O13P3,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,dgtp_c,31
L-Fuculose 1-phosphate,C[C@H](O)[C@@H](O)[C@@H](O)C(=O)COP(=O)(O)O,fc1p_c,15
Hydroxymethylbilane,O=C([O-])CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)[O-])c4CCC(=O)[O-])c(CC(=O)[O-])c3CCC(=O)[O-])c(CC(=O)[O-])c2CCC(=O)[O-])c1CC(=O)[O-],hmbil_c,61
Succinyl-CoA,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-],succoa_c,55
 R  Mevalonate C6H11O4,CC(O)(CCO)CC(=O)[O-],mev__R_c,10
L-Lactaldehyde,CC(O)C=O,lald__L_c,5
Hydroxymethylglutaryl CoA C27H39N7O20P3S,CC(O)(CC(=O)O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,hmgcoa_c,58
Deamino-NAD+,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H]([n+]3cccc(C(=O)[O-])c3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,dnad_c,44
Nicotinate D-ribonucleotide,O=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1,nicrnt_c,22
L-Homoserine,[NH3+][C@@H](CCO)C(=O)[O-],hom__L_c,8
DGDP C10H12N5O10P2,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1,dgdp_c,27
O-Phospho-L-homoserine,N[C@@H](CCOP(=O)(O)O)C(=O)O,phom_c,12
Farnesyl diphosphate,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,frdp_c,24
DUDP C9H11N2O11P2,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1,dudp_c,24
Sym-Homospermidine,[NH3+]CCCC[NH2+]CCCC[NH3+],hspmd_c,11
NMN C11H14N2O8P,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1,nmn_c,22
3-(Imidazol-4-yl)-2-oxopropyl phosphate,O=C(COP(=O)([O-])[O-])Cc1c[nH]cn1,imacp_c,14
L-Malate,O=C([O-])C[C@H](O)C(=O)[O-],mal__L_c,9
D-Glucosamine 1-phosphate,N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1O,gam1p_c,16
N-Acetyl-D-glucosamine 1-phosphate,CC(=O)N[C@H]1C(OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1O,acgam1p_c,19
5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1NC=NCC(=O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],prlp_c,37
D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,O=P(O)(O)OC[C@@H](O)[C@@H](O)c1c[nH]cn1,eig3p_c,15
Quinolinate,O=C([O-])c1cccnc1C(=O)[O-],quln_c,12
1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,O=C(O)c1ccccc1NCC(=O)[C@H](O)[C@H](O)COP(=O)(O)O,2cpr5p_c,23
DTDPglucose,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,dtdpglu_c,36
Nitrite,O=N[O-],no2_c,3
DTTP C10H13N2O14P3,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O,dttp_c,29
C'-(3-Indolyl)-glycerol 3-phosphate,O=P([O-])([O-])OC[C@@H](O)[C@@H](O)c1c[nH]c2ccccc12,3ig3p_c,19
D-Glucose 1-phosphate,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,g1p_c,16
Ornithine,[NH3+]CCC[C@H]([NH3+])C(=O)O,orn_c,9
5-Amino-4-oxopentanoate,[NH3+]CC(=O)CCC(=O)[O-],5aop_c,9
UMP C9H11N2O9P,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,ump_c,21
L-Glutamate 1-semialdehyde,N[C@H](C=O)CCC(=O)O,glu1sa_c,9
Orotidine 5'-phosphate,O=C([O-])c1cc(=O)[nH]c(=O)n1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,orot5p_c,24
5-Oxoproline,O=C1CCC(C(=O)O)N1,5oxpro_c,9
1-Pyrroline-5-carboxylate,O=C(O)[C@@H]1CCC=N1,1pyr5c_c,8
L-Glutamate 5-semialdehyde,[NH3+][C@@H](CCC=O)C(=O)[O-],glu5sa_c,9
L-Glutamate 5-phosphate,[NH3+][C@@H](CCC(=O)OP(=O)([O-])[O-])C(=O)[O-],glu5p_c,14
"6-phospho-D-glucono-1,5-lactone",O=C1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H]1O,6pgl_c,16
2-Inosose,O=C1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,2ins_c,12
Oxidized thioredoxin,*N[C@@H](CSSC[C@H](N*)C(*)=O)C(*)=O,trdox_c,12
Indolepyruvate C11H8NO3,O=C([O-])C(=O)Cc1c[nH]c2ccccc12,indpyr_c,15
D-Glucose 6-phosphate,O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,g6p_c,16
Alpha-D-Galactose 1-phosphate,O=P(O)(O)OC1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,gal1p_c,16
S-2-(indol-3-yl)acetyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)Cc1c[nH]c2ccccc12,indaccoa_c,60
"Adenosine 3',5'-bisphosphate",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,pap_c,27
Phenylacetyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)Cc1ccccc1,phaccoa_c,57
UDPgalactose,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,udpgal_c,36
UDPglucose,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,udpg_c,36
Phenylpyruvate,O=C([O-])C(=O)Cc1ccccc1,phpyr_c,12
3'-Phosphoadenylyl sulfate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O,paps_c,31
N1-(5-Phospho-D-ribosyl)glycinamide,[NH3+]CC(=O)NC1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,gar_c,18
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,O=CNCC(=O)NC1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,fgam_c,20
3-Phosphohydroxypyruvate,O=C([O-])C(=O)COP(=O)([O-])[O-],3php_c,11
GDP-4-dehydro-6-deoxy-D-mannose,C[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)C1=O,gdpddman_c,38
4 Hydroxyphenylacetyl CoA C29H42N7O18P3S,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)Cc1ccc(O)cc1,hphaccoa_c,58
2-Phosphoglycolate,O=C(O)COP(=O)(O)O,2pglyc_c,9
3-Carboxy-4-methyl-2-oxopentanoate,CC(C)[C@H](C(=O)[O-])C(=O)C(=O)[O-],3c4mop_c,12
GDP-4-oxo-L-fucose,C[C@@H]1OC(OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)C1=O,gdpofuc_c,38
Glycolate C2H3O3,O=C(O)CO,glyclt_c,5
Coenzyme ferredoxin 420-0,C[C@H](OP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21)C(=O)[O-],f420_0_c,35
Coenzyme ferredoxin 420-1,C[C@H](OP(=O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21)C(=O)N[C@@H](CCC(=O)O)C(=O)O,f420_1_c,44
3-Carboxy-2-hydroxy-4-methylpentanoate,CC(C)[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],3c2hmp_c,12
2-Isopropylmaleate,CC(C)/C(=C/C(=O)O)C(=O)O,2ippm_c,11
3-Carboxy-3-hydroxy-4-methylpentanoate,CC(C)[C@@](O)(CC(=O)O)C(=O)O,3c3hmp_c,12
2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate,Cc1ncc(COP(=O)(O)OP(=O)(O)O)c(N)n1,2mahmp_c,18
4-Methyl-2-oxopentanoate,CC(C)CC(=O)C(=O)O,4mop_c,9
D-4'-Phosphopantothenate,CC(C)(COP(=O)([O-])O)[C@@H](O)C(=O)NCCC(=O)[O-],4ppan_c,19
Lactyl-(2)-diphospho-(5')-guanosine,C[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O)C(=O)[O-],lppg_c,33
D-Glucosamine 6-phosphate,N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,gam6p_c,16
Propanoyl phosphate,CCC(=O)OP(=O)([O-])[O-],ppap_c,9
"5,10-Methylenetetrahydrofolate",Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)C[C@H]1CN2,mlthf_c,33
Pantetheine 4'-phosphate,CC(C)(COP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS,pan4p_c,22
D-Mannose 1-phosphate,O=P(O)(O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,man1p_c,16
N-((R)-4-Phosphopantothenoyl)-L-cysteine,CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(=O)O,4ppcys_c,25
D-Mannose 6-phosphate,O=P([O-])([O-])OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,man6p_c,16
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,N=C(CNC=O)NC1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,fpram_c,20
L-Methionine,CSCCC(N)C(=O)[O-],met__L_c,9
UDP-N-acetyl-D-mannosamine,CC(=O)N[C@@H]1C(OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,uacmam_c,39
N-Acetyl-D-mannosamine,CC(=O)N[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,acmana_c,15
1-(5-Phosphoribosyl)-AMP,N=c1c2ncn([C@@H]3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2ncn1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,prbamp_c,36
UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine,C=C(O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1NC(C)=O)C(=O)O,uaccg_c,44
5-Methyltetrahydrofolate,CN1c2c(nc(N)[nH]c2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1,5mthf_c,33
1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1/N=C/N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,prfp_c,37
UDP-N-acetylmuramate,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)[O-],uamr_c,44
UDP-D-glucuronate,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,udpglcur_c,37
Uroporphyrinogen III,O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1CC(=O)O)C2,uppg3_c,60
