name,smiles,name_id,count
 R  5 Phosphomevalonate C6H10O7P,C[C@@](O)(CCOP(=O)([O-])[O-])CC(=O)[O-],5pmev_c,14
1D-myo-Inositol 1-phosphate,O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,mi1p__D_c,16
"D-Ribose 1,5-bisphosphate",O=P(O)(O)OC[C@H]1OC(OP(=O)(O)O)[C@H](O)[C@@H]1O,r15bp_c,18
Alpha-D-Ribose 5-phosphate,O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H]1O,r5p_c,14
Isobutyryl-CoA,CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],ibcoa_c,53
Shikimate 5-phosphate,O=C(O)C1=C[C@@H](OP(=O)(O)O)[C@@H](O)[C@H](O)C1,skm5p_c,16
O-Phospho-L-serine,[NH3+][C@@H](COP(=O)([O-])[O-])C(=O)[O-],pser__L_c,11
Magnesium protoporphyrin,C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Mg-2]35n6c(c(C)c(CCC(=O)O)c6=CC6=[N+]3C(=C4)C(C)=C6CCC(=O)O)=CC1=[N+]25,mppp9_c,43
Sl  L c,O=C(O)[C@H](O)CS(=O)(=O)O,sl__L_c,10
"6-Pyruvoyl-5,6,7,8-tetrahydropterin",CC(=O)C(=O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,6pthp_c,17
Iminoaspartate,[NH2+]=C(CC(=O)[O-])C(=O)[O-],iasp_c,9
"6,7-Dimethyl-8-(1-D-ribityl)lumazine",Cc1nc2c(=O)[n-]c(=O)nc-2n(C[C@H](O)[C@H](O)[C@H](O)CO)c1C,dmlz_c,23
D-Ribose,OC[C@H]1OC(O)[C@H](O)[C@@H]1O,rib__D_c,10
"D-Ribulose 1,5-bisphosphate",O=C(COP(=O)([O-])[O-])[C@H](O)[C@H](O)COP(=O)([O-])[O-],rb15bp_c,18
D-Xylulose 5-phosphate,O=C(CO)[C@@H](O)[C@H](O)COP(=O)(O)O,xu5p__D_c,14
2-(sulfomethyl)thiazolidine-4-carboxylic acid,O=C(O)[C@@H]1CSC(CS(=O)(=O)O)N1,2tcc_c,13
Sirohydrochlorin,C[C@@]1(CC(=O)[O-])c2cc3[nH]c(cc4nc(cc5[nH]c(cc(n2)[C@H]1CCC(=O)[O-])[C@@](C)(CC(=O)[O-])[C@@H]5CCC(=O)[O-])C(CC(=O)[O-])=C4CCC(=O)[O-])c(CCC(=O)[O-])c3CC(=O)[O-],scl_c,62
Siroheme C42H36FeN4O16,C[C@@]1(CC(=O)O)C2=CC3=[N+]4C(=Cc5c(CCC(=O)O)c(CC(=O)O)c6n5[Fe-2]45N2C(=CC2=[N+]5C(=C6)[C@@H](CCC(=O)O)[C@]2(C)CC(=O)O)[C@H]1CCC(=O)O)C(CCC(=O)O)=C3CC(=O)O,sheme_c,63
Shikimate,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,skm_c,12
3-Sulfopyruvate,O=C(O)C(=O)CS(=O)(=O)O,3spyr_c,10
2-sulfoacetaldehyde,O=CCS(=O)(=O)[O-],2saa_c,7
Superoxide anion,[O]O,o2s_c,2
Succinate,O=C(O)CCC(=O)O,succ_c,8
Sedoheptulose 7-phosphate,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,s7p_c,18
D-Erythrose 4-phosphate,O=C[C@H](O)[C@H](O)COP(=O)(O)O,e4p_c,12
DTDP-4-dehydro-6-deoxy-D-glucose,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)C(=O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,dtdp4d6dg_c,35
DTDP-4-dehydro-6-deoxy-L-mannose,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OC3O[C@@H](C)C(=O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,dtdp4d6dm_c,35
DTDP-L-rhamnose,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,dtdprmn_c,35
L-Threonine O-3-phosphate,C[C@@H](OP(=O)([O-])[O-])[C@H]([NH3+])C(=O)[O-],thrp_c,12
1-deoxy-D-xylulose 5-phosphate,CC(=O)[C@@H](O)[C@H](O)COP(=O)([O-])[O-],dxyl5p_c,13
4-Hydroxy-benzyl alcohol,OCc1ccc(O)cc1,4hba_c,9
Thymidine C10H14N2O5,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,thymd_c,17
Thymine C5H6N2O2,Cc1c[nH]c(=O)[nH]c1=O,thym_c,9
Thiamin monophosphate,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1,thmmp_c,22
Thiamine diphosphate,Cc1ncc(C[n+]2csc(CCOP(=O)([O-])OP(=O)([O-])[O-])c2C)c(N)n1,thmpp_c,26
Indole,c1ccc2[nH]ccc2c1,indole_c,9
